balanced_rank,token_label,token_currency,token_issuer,dex_tx_count,amm_tx_count,clob_tx_count,both_sides_min_tx,both_sides_hmean_tx,balance_ratio,overlap_tx_count,overlap_share_of_min,amm_unique_ledger_count
307,SNX,SNX,rUhkGuauku4yw2tAPGZCV7atBSRXkgZ6pV,14,9,6,6,7.2,0.6666666666666666,1,0.16666666666666666,7
308,gei,gei,raadqNCqPHhqpb5HEMBjbfFa21YYu9GWfW,4757,4754,5,5,9.989493591090564,0.001051745898190997,2,0.4,2567
309,BGAL,4247414C00000000000000000000000000000000,rHSXedtYY9iEyD7H61qhGbCovamRFtYcBm,1271,1270,5,5,9.96078431372549,0.003937007874015748,4,0.8,854
310,LAWAS,4C41574153000000000000000000000000000000,rfAWYnEAkQGAhbESWAMdNccWJvdcrgugMC,790,786,5,5,9.936788874841973,0.006361323155216285,1,0.2,556
311,MONAD,4D4F4E4144000000000000000000000000000000,rHg4Jez695kHSPb6y3Mvg6Qz1Y4N3hVXeu,705,705,5,5,9.929577464788732,0.0070921985815602835,5,1.0,546
312,OLX,OLX,rswiX7wDL25Go4wGdLJK1ssSMpUsRGosJR,588,587,5,5,9.91554054054054,0.008517887563884156,4,0.8,442
313,WRB,WRB,rUQfyEhd5QGXfmR2oxQnNyHTxqxstxZBmC,416,413,5,5,9.880382775119617,0.012106537530266344,2,0.4,303
314,JEW,JEW,rQrsR2cuXex1JUDjgPHn9xtAo5F9rzeZqG,359,357,5,5,9.861878453038674,0.014005602240896359,3,0.6,212
315,0hehe,3068656865000000000000000000000000000000,rLTzZYx5vu8uTqs9MdEWjQRc6ehbTvJ36y,326,325,5,5,9.848484848484848,0.015384615384615385,4,0.8,243
316,PFN,PFN,rDvf8CMP2GdvzPey2YNtGL45NhSMFJ7bwY,207,206,5,5,9.763033175355451,0.024271844660194174,4,0.8,144
317,BMT,BMT,rE8dJChTgdF4GD84z8Ah5NoNbVvMTqRMLk,200,197,5,5,9.752475247524753,0.025380710659898477,2,0.4,166
318,nuked,6E756B6564000000000000000000000000000000,rfM8omKYuv2Cwq4d7dja4h8yG59P7bqfja,194,194,5,5,9.748743718592964,0.02577319587628866,5,1.0,150
319,XRPTATO,5852505441544F00000000000000000000000000,rBZp86Lskn4c9uZRqvTNwT2haxc3SWLspd,189,185,5,5,9.736842105263158,0.02702702702702703,1,0.2,129
320,Fava,4661766100000000000000000000000000000000,r98BsS426JNqgPeuCqEmUModdSC2RVWSK3,187,185,5,5,9.736842105263158,0.02702702702702703,3,0.6,138
321,CRWN,4352574E00000000000000000000000000000000,r99LZRNxxss7eSJqKTSEvp1Xd48JGh5Vp5,173,171,5,5,9.715909090909092,0.029239766081871343,3,0.6,106
322,test,7465737400000000000000000000000000000000,rsGaFuU4Kdk5ZsaLFDMGwKfbTX8hUiKxMi,158,158,5,5,9.693251533742332,0.03164556962025317,5,1.0,105
323,DEALS,4445414C53000000000000000000000000000000,rfnKKs998kvuVvJSW4jZ1MDxMSiCjhs9su,148,144,5,5,9.664429530201343,0.034722222222222224,1,0.2,85
324,Phoenix,50686F656E697800000000000000000000000000,rJtP88j34R7c4czvVc2yzQmfdxHaCZNfii,142,139,5,5,9.652777777777779,0.03597122302158273,2,0.4,117
325,XRG,XRG,r3yW6SkxULrbtaGT4EQTtKc8XkvoFBkPBi,140,137,5,5,9.647887323943662,0.0364963503649635,2,0.4,128
326,FLAT,464C415400000000000000000000000000000000,rKve4JXWsmWUkChQiJVfR8ZnaQ6Mqo7uHH,124,124,5,5,9.612403100775193,0.04032258064516129,5,1.0,82
327,XQK,XQK,rHKrPGdpaqNRqRvmsiqQhD6azqc4npWoLC,121,117,5,5,9.59016393442623,0.042735042735042736,1,0.2,101
328,LUTHER,4C55544845520000000000000000000000000000,rPBWcjbyqcrGxpUe4awobqMmB2WaeUhuFb,116,116,5,5,9.586776859504132,0.04310344827586207,5,1.0,97
329,Gopnik,476F706E696B0000000000000000000000000000,rMDuA5zr2Ztsa8FFeaJriT7DLR1cnqnq7,100,96,5,5,9.504950495049505,0.052083333333333336,1,0.2,79
330,Aramco XRP,4172616D636F2058525000000000000000000000,rARamcoH7GV7Uu2AYhqrikgnQxXyJueiZ,36,5,32,5,8.64864864864865,0.15625,1,0.2,4
331,RISE,5249534500000000000000000000000000000000,rLk9bGvjTS6bMhvvfw5dFWPKFdyFErYenk,19,17,5,5,7.7272727272727275,0.29411764705882354,3,0.6,9
332,STARX,5354415258000000000000000000000000000000,rUsp7mA8ZV6wLdTt698hUUpuueTGPrw1JT,18,16,5,5,7.619047619047619,0.3125,3,0.6,6
333,WisdomTree ETF,576973646F6D5472656520455446000000000000,rWsDMJEFTFnzHh2QaQEgYzcAiDJ1dq2Ea,14,5,12,5,7.0588235294117645,0.4166666666666667,3,0.6,5
334,AAX,AAX,r3vygC9kK2fhL9BozfVwrbTqLQ3joCJxoA,11,7,5,5,5.833333333333333,0.7142857142857143,1,0.2,7
335,AVATARD,4156415441524400000000000000000000000000,rnGfKKGFKhVy1tbjp5oumZihWoN6UsrHvB,22535,22534,4,4,7.998580175703257,0.00017750954113783616,3,0.75,7957
336,ASTROO,415354524F4F0000000000000000000000000000,r4cxyrus3B45bebhJyCmrFTpGRFXMMjM1Y,673,671,4,4,7.952592592592593,0.005961251862891207,2,0.5,427
337,XMAS,584D415300000000000000000000000000000000,rarwGN1GiDS5rsLxcVPiy2xb8DjzJm6Egd,515,515,4,4,7.938342967244702,0.007766990291262136,4,1.0,290
338,WEB3,5745423300000000000000000000000000000000,r33Rw1DgD9qCjKjY8KTbzHayxSCFBTRmBy,512,510,4,4,7.937743190661479,0.00784313725490196,2,0.5,404
339,LADP,4C41445000000000000000000000000000000000,rPnMFmhsM6oXECzTwfo8sWbah128KgHj5u,426,426,4,4,7.925581395348837,0.009389671361502348,4,1.0,275
340,CMT,CMT,rMvFx49AHMyMnqNXhauXade7r3yWSoByid,419,418,4,4,7.924170616113744,0.009569377990430622,3,0.75,193
341,PLATYPUS,504C415459505553000000000000000000000000,r9oHTYujRHB5SiCiPa3d2pEd4ckBFUmadk,350,348,4,4,7.909090909090909,0.011494252873563218,2,0.5,243
342,PENGUINS,50454E4755494E53000000000000000000000000,rXvYVkL5G4iVL9qKcGJWZ4dPTWrgZJDCa,289,288,4,4,7.890410958904109,0.013888888888888888,3,0.75,220
343,PBM,PBM,rURxaGdf9PpkYeU6ZXe7PuENVuBKk2iAV4,261,259,4,4,7.8783269961977185,0.015444015444015444,2,0.5,154
344,XDNA,58444E4100000000000000000000000000000000,rMKUCQ5G3YJHVJ7pEDncew2WCJpJUGuWC6,198,197,4,4,7.840796019900497,0.02030456852791878,3,0.75,167
345,RIZZLE,52495A5A4C450000000000000000000000000000,rE99nDT3riuM9VjMQkVstMqRGBsnUHw6vm,167,167,4,4,7.812865497076023,0.023952095808383235,4,1.0,101
346,LCTW,4C43545700000000000000000000000000000000,rnMTwNqs645dFgMwJAjoQ9E9E8agGLbhxU,150,150,4,4,7.792207792207792,0.02666666666666667,4,1.0,96
347,GEO,GEO,rncENWSWi14Sg6MtTsPPfTnibVdEYThNHC,145,143,4,4,7.782312925170068,0.027972027972027972,2,0.5,114
348,4urka,3475726B61000000000000000000000000000000,rNJ3zcSUoTCrD7FtR97W5XREBR9h8NuTuT,110,109,4,4,7.716814159292035,0.03669724770642202,3,0.75,73
349,BTC,BTC,r39mx8HT42TVUsF25AffcaLdMPehdactJf,98,96,4,4,7.68,0.041666666666666664,2,0.5,65
350,tst,tst,randg2h6bTkRuvtTAYDDfCsgJWMDn7N2fU,92,90,4,4,7.659574468085107,0.044444444444444446,2,0.5,54
351,MATRIX,4D41545249580000000000000000000000000000,r9UXugA61bjeH1W3sbquJVuB4PcgirDR3r,83,81,4,4,7.623529411764705,0.04938271604938271,2,0.5,45
352,GL!TCH,474C215443480000000000000000000000000000,rUGEJrUAVJGwbvBDtGSKRTs7zUqRgPsPQT,81,78,4,4,7.609756097560975,0.05128205128205128,1,0.25,67
353,motocamel,6D6F746F63616D656C0000000000000000000000,r9q3WSnKfZ1EnJjYaZXV2BWrPAz1RcrUnh,43,41,4,4,7.288888888888889,0.0975609756097561,2,0.5,36
354,LEDG,4C45444700000000000000000000000000000000,rPvKPe13jyCyVWyzGhA8obji4E57JUM3qK,36,35,4,4,7.17948717948718,0.11428571428571428,3,0.75,32
355,CR7,CR7,rsUsKLxVo4JYPc7MZV8ZpaZ45tznJQsApC,29,25,4,4,6.896551724137931,0.16,0,0.0,16
356,X402,5834303200000000000000000000000000000000,rUCs3p2yuBQnTA1weH4TfA3NhBUxMhRSdT,20,19,4,4,6.608695652173913,0.21052631578947367,3,0.75,13
357,GRASS,4752415353000000000000000000000000000000,rwcxBs3Y9k7f8vrHYQ87epZL3Ye3u2k4Dd,17,14,4,4,6.222222222222222,0.2857142857142857,1,0.25,12
358,XRGary,5852476172790000000000000000000000000000,rCE2rxDDZtM7qkHAxorjkfLiHX71HtqTY,14,12,4,4,6.0,0.3333333333333333,2,0.5,12
359,LIDR,4C49445200000000000000000000000000000000,rnGvMu8P6evJEYY4cPyzcy4N1m5gcYRjaH,10,7,4,4,5.090909090909091,0.5714285714285714,1,0.25,7
360,TURTLE,545552544C450000000000000000000000000000,r4un9YyAD1WRKwVHqZwND7grvZLRt3GHS3,41658,41658,3,3,5.9995679412400085,7.201497911565606e-05,3,1.0,14587
361,NPS,NPS,rMGGhcxk1cH8tRCF5cLbXCTFmUwSNYYM2G,17063,17061,3,3,5.998945147679325,0.00017583963425356076,1,0.3333333333333333,6495
362,IDGAS,4944474153000000000000000000000000000000,r36VChSzV5TBNoVoaUJbFWSor3YtNSmEvk,6504,6502,3,3,5.997232897770945,0.00046139649338665026,1,0.3333333333333333,3220
363,TXT,TXT,rTExTnvBr4Y315ZQDUdmeTitu7iPVqYPg,4415,4412,3,3,5.995922989807474,0.0006799637352674524,0,0.0,4349
364,FART,4641525400000000000000000000000000000000,rB9DxbhHgsKWuwEqDtA86UHmNefSysDsAH,3224,3223,3,3,5.994420334779913,0.000930809804529941,2,0.6666666666666666,2366
365,$FLIPPY,24464C4950505900000000000000000000000000,rsENFmELvj92orrCKTkDTug53MzwsB7zBd,2357,2356,3,3,5.992369648155998,0.0012733446519524619,2,0.6666666666666666,1408
366,Tabby,5461626279000000000000000000000000000000,rsU4M9r6MZ6nhZZvFSiK8uWfq4hfz8188t,1695,1695,3,3,5.989399293286219,0.0017699115044247787,3,1.0,1662
367,XDC,XDC,rL2mB7aK22Fdzvx7Hp277cJcvPNC2V3QeF,1061,1060,3,3,5.983066792097836,0.002830188679245283,2,0.6666666666666666,878
368,America,416D657269636100000000000000000000000000,rpVajoWTXFkKWY7gtWSwcpEcpLDUjtktCA,1057,1056,3,3,5.98300283286119,0.002840909090909091,2,0.6666666666666666,880
369,ETH,ETH,rN1F5Nn1aJYTu2FWJk33QfQX3a82VXCcdE,863,863,3,3,5.979214780600462,0.0034762456546929316,3,1.0,694
370,ZERPS,5A45525053000000000000000000000000000000,rJztCAZEQvKcMSQTpKUZRJJjA11aUTk9Aw,858,858,3,3,5.979094076655052,0.0034965034965034965,3,1.0,420
371,DTCC,4454434300000000000000000000000000000000,rpCPwm3V7dGfgQgB8JczNTc9fc9MHiMoHH,641,640,3,3,5.9720062208398135,0.0046875,2,0.6666666666666666,426
372,Fava,4661766100000000000000000000000000000000,raDE5R2YRLfWsQub8uxWertjpBigRMNVWx,395,395,3,3,5.954773869346734,0.007594936708860759,3,1.0,239
373,FLRMEME,464C524D454D4500000000000000000000000000,rLhS9TiGNaKKK9DZJb9rjSdFpK746EeduZ,370,370,3,3,5.951742627345845,0.008108108108108109,3,1.0,300
374,QNT,QNT,rDV9GajQDqSNSYK4g4zFFyYRrSS8AaMphE,351,350,3,3,5.949008498583569,0.008571428571428572,2,0.6666666666666666,286
375,XPT,XPT,rUwksLV3f88in5Do2ZwrEkdQ4oqZSgAa1P,333,332,3,3,5.946268656716418,0.009036144578313253,2,0.6666666666666666,235
376,ETF,ETF,rQpkN55ZfMsJPFtK7yXnNXjpbgyPT1V8e2,318,316,3,3,5.943573667711599,0.00949367088607595,1,0.3333333333333333,227
377,DNC,DNC,rUG5xXNYNTPFy3Sme9iB8DrzSf7HsVampC,266,265,3,3,5.932835820895522,0.011320754716981131,2,0.6666666666666666,183
378,HBAR,4842415200000000000000000000000000000000,rBWPqhs7YZdUN2CJcZPQTv4qAvqts3nkBw,243,243,3,3,5.926829268292683,0.012345679012345678,3,1.0,147
379,ELS,ELS,rHXuEaRYnnJHbDeuBH5w8yPh5uwNVh5zAg,203,201,3,3,5.911764705882353,0.014925373134328358,1,0.3333333333333333,178
380,RIPBULL,52495042554C4C00000000000000000000000000,r34b3iPZtntF7oMdbh8AU3MknYFshkfgh8,185,185,3,3,5.904255319148936,0.016216216216216217,3,1.0,117
381,Calorie,43616C6F72696500000000000000000000000000,rNqGa93B8ewQP9mUwpwqA19SApbf62U7PY,185,185,3,3,5.904255319148936,0.016216216216216217,3,1.0,147
382,Luthia,4C75746869610000000000000000000000000000,rsfSg3uLy9zgY3HwaFgQHhhsyRsm9DVhq7,141,141,3,3,5.875,0.02127659574468085,3,1.0,93
383,BYOB,42594F4200000000000000000000000000000000,rnggHaSjuQMtuseJrdgwcb4cTbSJXKFnmR,138,138,3,3,5.872340425531915,0.021739130434782608,3,1.0,61
384,xr77,7872373700000000000000000000000000000000,rcLASSiCq8LWcymCHaCgK19QMEvUspuRM,130,129,3,3,5.863636363636363,0.023255813953488372,2,0.6666666666666666,114
385,SNOW,534E4F5700000000000000000000000000000000,rKzYDVrJrwDtpWVoAba1k2eQCmzuCUAJyh,124,123,3,3,5.857142857142857,0.024390243902439025,2,0.6666666666666666,84
386,PHNX,50484E5800000000000000000000000000000000,rKpX8Mo1HJmiAFjq7offhAdFg1XgtyfsZZ,121,120,3,3,5.853658536585366,0.025,2,0.6666666666666666,79
387,Jocker,4A6F636B65720000000000000000000000000000,r4nV5UduFrjTX13kfqX8HVxaCVeDNEn26A,119,116,3,3,5.848739495798319,0.02586206896551724,0,0.0,96
388,XMETA,584D455441000000000000000000000000000000,r3XwJ1hr1PtbRvbhuUkybV6tmYzzA11WcB,106,106,3,3,5.834862385321101,0.02830188679245283,3,1.0,75
389,XVR,XVR,rRCA6gnPkvpKmWwfcYxHQ845gFQ5ThYQe,92,90,3,3,5.806451612903226,0.03333333333333333,1,0.3333333333333333,88
390,BAYNANA,4241594E414E4100000000000000000000000000,rJ9uU9jKxNcsNQM2CLKUhPxNn8P4xmhDVq,71,71,3,3,5.756756756756757,0.04225352112676056,3,1.0,56
391,XRPLTGT,5852504C54475400000000000000000000000000,rspdZ6yA1VKPcA2fJxKeWUfmcrqRrF9CJ9,64,62,3,3,5.723076923076923,0.04838709677419355,1,0.3333333333333333,51
392,XRSHIB,5852534849420000000000000000000000000000,rN3EeRSxh9tLHAUDmL7Chh3vYYoUafAyyM,59,56,3,3,5.694915254237288,0.05357142857142857,0,0.0,50
393,MagSZN,4D6167535A4E0000000000000000000000000000,rMjZejwcfTAnAujxiWhJLCfQpQBc4AXbiN,56,55,3,3,5.689655172413793,0.05454545454545454,2,0.6666666666666666,49
394,FSRA,4653524100000000000000000000000000000000,raDGMXwuYurkcpj7uiwZEKs47jb5DFVuQb,33,3,31,3,5.470588235294118,0.0967741935483871,1,0.3333333333333333,3
395,JETS,4A45545300000000000000000000000000000000,rHz5qqAo57UnEsrMtw5croE4WnK3Z3J52e,33,30,3,3,5.454545454545454,0.1,0,0.0,29
396,WHITE,5748495445000000000000000000000000000000,rwhiTEoBfXEfXT3VeXomX6b4k4Jn85Pt75,27,26,3,3,5.379310344827586,0.11538461538461539,2,0.6666666666666666,20
397,and,and,rs5zZN42NGy9VdEMuTgU6NVPqpBZQRZ2bv,26,26,3,3,5.379310344827586,0.11538461538461539,3,1.0,14
398,LRUB,4C52554200000000000000000000000000000000,rnyGDFEqnNwpyzievKCMhHUi4xs6HnUqPA,26,23,3,3,5.3076923076923075,0.13043478260869565,0,0.0,23
399,XGOLD,58474F4C44000000000000000000000000000000,r4XSSBVGENvgUrZFijX8xvsJtp9Mi2UPz9,23,22,3,3,5.28,0.13636363636363635,2,0.6666666666666666,18
400,MoonP,4D6F6F6E50000000000000000000000000000000,rL4h9FzoXZDgnAnX8wPkUJNGwF88J8hUMF,19,19,3,3,5.181818181818182,0.15789473684210525,3,1.0,13
401,BENDO,42454E444F000000000000000000000000000000,rLvdQ9NnFjGFKRLNQLvzPFBPpiUumZApV,16,16,3,3,5.052631578947368,0.1875,3,1.0,6
402,SBI Holdings,53424920486F6C64696E67730000000000000000,rsBi159BFNVqf6BPg8HAHS9tYFGxfdSexp,15,12,3,3,4.8,0.25,0,0.0,12
403,BIENO,4249454E4F000000000000000000000000000000,rUQ4V2Yvair5W66tyrMiTk1EjtXJV4nLrd,12,12,3,3,4.8,0.25,3,1.0,4
404,MMC,MMC,rMMC9i5VtXZaaFFVwTmhS9KtRkZ7RbfmQj,11,8,3,3,4.363636363636363,0.375,0,0.0,8
405,OCW,OCW,rK9DrarGKnVEo2nYp5MfVRXRYf5yRX3mwD,8,3,8,3,4.363636363636363,0.375,3,1.0,3
406,XBLADE,58424C4144450000000000000000000000000000,rfVTbKsRgyurPddRiWaReuiK9Tvms8XGj1,9,7,3,3,4.2,0.42857142857142855,1,0.3333333333333333,7
407,XRBear,5852426561720000000000000000000000000000,rKxqkAbT2BQUbtnknSAJon7kX89gUKpZu3,8,6,3,3,4.0,0.5,1,0.3333333333333333,5
408,American Express,416D65726963616E204578707265737300000000,rAMeXPkLbmKCacRvj4R4w7Y5Byb4k8Qjh,8,3,6,3,4.0,0.5,1,0.3333333333333333,3
409,POP,POP,rDQvdRdJCfRGraBygUbV1JsMCHBmRdsdNV,7,5,3,3,3.75,0.6,1,0.3333333333333333,5
410,LPHP,4C50485000000000000000000000000000000000,rnyGDFEqnNwpyzievKCMhHUi4xs6HnUqPA,6,3,3,3,3.0,1.0,0,0.0,3
411,Teucrium ETF,546575637269756D204554460000000000000000,rTEuCzNTMAMLJmz8SA2on6jpjQ89EWkiU,5,3,3,3,3.0,1.0,1,0.3333333333333333,3
412,XRPBR,5852504252000000000000000000000000000000,rfnMuYiECGMAHUkZdDw5K1c7gVdoiqkmJC,82984,82983,2,2,3.9999035970356087,2.410132195750937e-05,1,0.5,62228
413,HAIC,4841494300000000000000000000000000000000,rsEXqMHTKDfGzncfJ25XtB9ZY8jayTv7N3,21042,21040,2,2,3.9996198080030414,9.505703422053231e-05,0,0.0,13724
414,$BWTZ,244257545A000000000000000000000000000000,rrpQUEKXBBtRtxFNCGev1PTJ8FQn51GMHS,6290,6288,2,2,3.9987281399046104,0.0003180661577608143,0,0.0,6218
415,XRPanther,585250616E746865720000000000000000000000,rPYHR4YsVjtm93Kqmk6WkfSPXJq9UfdjsY,4387,4387,2,2,3.9981772613351563,0.00045589240939138365,2,1.0,343
416,ANON,414E4F4E00000000000000000000000000000000,rPqwWemVGUx92bnu8UxnqzU1ovgxtXMKJ5,1647,1645,2,2,3.995142683667274,0.0012158054711246201,0,0.0,1345
417,PARROT,504152524F540000000000000000000000000000,rwN1Fmfjr3LfLyDRUHLEdJVvRLYqpCZQZh,964,964,2,2,3.991718426501035,0.002074688796680498,2,1.0,593
418,CTAPP,4354415050000000000000000000000000000000,rE6xrMvAbwQBrvppjRXC5d6riNjSquTJvU,887,887,2,2,3.9910011248593924,0.002254791431792559,2,1.0,570
419,HONEY,484F4E4559000000000000000000000000000000,rNa4hZ4kfPwEdN5gSbbNr33aSpyF5ZjzDm,744,743,2,2,3.989261744966443,0.0026917900403768506,1,0.5,731
420,XRPNOMICS,5852504E4F4D4943530000000000000000000000,r38o5rKYgTUg5Dgu2pDsC1xkroMbpivGJj,608,608,2,2,3.9868852459016395,0.003289473684210526,2,1.0,477
421,GMD,GMD,rG7f7UMoqTRaFXGhWmZyjzwoRqxwf2GpGB,481,481,2,2,3.9834368530020705,0.004158004158004158,2,1.0,302
422,CHESHIRE,4348455348495245000000000000000000000000,r4T9i1CQddv7T9J3gajopuympTG9om1A7g,432,432,2,2,3.9815668202764978,0.004629629629629629,2,1.0,312
423,CRYPTO,43525950544F0000000000000000000000000000,rRbiKwcueo6MchUpMFDce9XpDwHhRLPFo,418,417,2,2,3.98090692124105,0.004796163069544364,1,0.5,306
424,Noel,4E6F656C00000000000000000000000000000000,rsZJv3zQYgpaW34Ldb67xSPSygEJ2R3xUm,394,394,2,2,3.9797979797979797,0.005076142131979695,2,1.0,261
425,SPLASH,53504C4153480000000000000000000000000000,rwfGtVZKpPX6vb51xE5RGTgXkQ4W9wSUrz,344,342,2,2,3.9767441860465116,0.005847953216374269,0,0.0,232
426,PENG,50454E4700000000000000000000000000000000,rJnynjAoHq7X454qX64VtXijLNYdeFVvqn,259,259,2,2,3.9693486590038316,0.007722007722007722,2,1.0,177
427,FLAME,464C414D45000000000000000000000000000000,rp5CUgVjAhuthJs8LdjTXFdNWJzfQqc3p2,258,258,2,2,3.9692307692307693,0.007751937984496124,2,1.0,179
428,TROJAN,54524F4A414E0000000000000000000000000000,rs83ntGE5FMRcKXKWf1jBFaUd3BWnouRgo,211,211,2,2,3.9624413145539905,0.009478672985781991,2,1.0,151
429,XLM,XLM,r44CR5cYKVyzuJpFUtF2ZRDizVZpvtkc4C,186,185,2,2,3.9572192513368982,0.010810810810810811,1,0.5,146
430,KCUP,4B43555000000000000000000000000000000000,r4HP7fQs5oKiSjj6bqMNfA216XydfCCZgi,171,170,2,2,3.953488372093023,0.011764705882352941,1,0.5,138
431,COMMANDO,434F4D4D414E444F000000000000000000000000,rPFueMgp1EkQhgFK5DyfTckEYFxTHGfRYT,164,163,2,2,3.9515151515151516,0.012269938650306749,1,0.5,122
432,BULL,42554C4C00000000000000000000000000000000,rwP8wi7NJp5xpABE5Dd5jT8xjQyDbYgbmb,161,161,2,2,3.950920245398773,0.012422360248447204,2,1.0,78
433,FIFTY,4649465459000000000000000000000000000000,rBApS5zgExoZd4W8njBqWSji7g7vrpDekn,152,152,2,2,3.948051948051948,0.013157894736842105,2,1.0,119
434,VWA,VWA,rHQjGHnmnq22stNuko7bhpgazmMvwuXwpZ,148,148,2,2,3.9466666666666668,0.013513513513513514,2,1.0,133
435,TXRPL,545852504C000000000000000000000000000000,rhGFAGHm996WLGYb9QRqx1rJhJTvBvChkU,144,144,2,2,3.9452054794520546,0.013888888888888888,2,1.0,106
436,GDUDE,4744554445000000000000000000000000000000,rKAeZjD8vkP864ioufeSoU7myDsscPByRV,143,142,2,2,3.9444444444444446,0.014084507042253521,1,0.5,80
437,xSTIK,785354494B000000000000000000000000000000,rJNV9i4Q6zvRhpE2zjxgkvff3eGHQohZht,142,141,2,2,3.944055944055944,0.014184397163120567,1,0.5,119
438,Prince,5072696E63650000000000000000000000000000,rKhaUHzBa78cPa44FL1GTvMLEZ1CkuB7WB,138,138,2,2,3.942857142857143,0.014492753623188406,2,1.0,116
439,BEAR,4245415200000000000000000000000000000000,rsveNfm4bdjBE8swswFP3Mrx2LhNxcWz4M,131,130,2,2,3.9393939393939394,0.015384615384615385,1,0.5,94
440,FLIPPRX,464C495050525800000000000000000000000000,rHAjURZLkFqEo35pdKhkToErE25hrqsn4R,130,130,2,2,3.9393939393939394,0.015384615384615385,2,1.0,115
441,Xmetaco,586D657461636F00000000000000000000000000,r3RTpUhBoN8n7nr9Lv8nTm1H3mQhKagrRF,122,122,2,2,3.935483870967742,0.01639344262295082,2,1.0,81
442,CASTLE,434153544C450000000000000000000000000000,rLsyqreJ4LLz2PaB3C62DLnoQQDmKauPur,121,121,2,2,3.934959349593496,0.01652892561983471,2,1.0,100
443,LAX,LAX,rHdeipmTYqdkH5fDFjD8if5WohP6VfQu9F,116,116,2,2,3.9322033898305087,0.017241379310344827,2,1.0,94
444,Factora,466163746F726100000000000000000000000000,rLvvgXHiL7weCDJr3uxaqnjc8aZuf4JNAV,114,114,2,2,3.9310344827586206,0.017543859649122806,2,1.0,107
445,JUST1,4A55535431000000000000000000000000000000,rNA9GrVUYJz7XPudUVdEkMSJ15XCWhBh81,114,113,2,2,3.9304347826086956,0.017699115044247787,1,0.5,78
446,TTHC,5454484300000000000000000000000000000000,rMeJK6L5H1LzG5s91N7zU5xLU6bxU6tncx,93,93,2,2,3.9157894736842107,0.021505376344086023,2,1.0,60
447,MILADY,4D494C4144590000000000000000000000000000,rhPSguKUfFLjELmXxctobqpz4NgPneBXvS,89,88,2,2,3.911111111111111,0.022727272727272728,1,0.5,70
448,BOB,BOB,rpTu65KU96VNsaKUDeH6mLKnGZQbL7ekdV,87,86,2,2,3.909090909090909,0.023255813953488372,1,0.5,42
449,GRUG,4752554700000000000000000000000000000000,rh25S5uQCm2HycZsjiMmU9pLK5kJvsdvNU,79,77,2,2,3.8987341772151898,0.025974025974025976,0,0.0,71
450,AIDAO,414944414F000000000000000000000000000000,raidAoSsjn7J4moHXN313aaiftuqP4Krmn,71,71,2,2,3.8904109589041096,0.028169014084507043,2,1.0,58
451,CODIUS,434F444955530000000000000000000000000000,r4zXT1VJ97qmCEDkDBhbRgLDB53cyxkTm3,61,61,2,2,3.873015873015873,0.03278688524590164,2,1.0,36
452,MXGA,4D58474100000000000000000000000000000000,ryaxpFvmLJR4w6R3aGkJDXhr5hH6MXPDq,59,58,2,2,3.8666666666666667,0.034482758620689655,1,0.5,44
453,XTR,XTR,rafe4x2fTrgFXauqEfmyjHDmhFgqB1YYGv,58,57,2,2,3.864406779661017,0.03508771929824561,1,0.5,48
454,$CamelToe,2443616D656C546F650000000000000000000000,rM1BJWAQ3hfCStboh4wCXTnGyHqcAvJZy3,56,56,2,2,3.8620689655172415,0.03571428571428571,2,1.0,52
455,CallCentre,43616C6C43656E74726500000000000000000000,rpHry9uUAhG3SCfmjVgypMYkGr2XQZqH4z,53,53,2,2,3.8545454545454545,0.03773584905660377,2,1.0,51
456,GXRP,4758525000000000000000000000000000000000,rL2ptqKCSxCGa7sXvvUJsYg9nF9fdMANKJ,38,37,2,2,3.7948717948717947,0.05405405405405406,1,0.5,18
457,FML,FML,rw4tietmzbPG2G66UudSGaQ5uYztNow3gQ,38,36,2,2,3.789473684210526,0.05555555555555555,0,0.0,28
458,MB589,4D42353839000000000000000000000000000000,rLV1d3oPf6rg8wUZLYdGCzXoVWsAhz5TSX,36,36,2,2,3.789473684210526,0.05555555555555555,2,1.0,29
459,PHY,PHY,rUC2zeAzZQJdg4ePdB8snzkcEdLC5vwvbK,34,34,2,2,3.7777777777777777,0.058823529411764705,2,1.0,18
460,SMOKI,534D4F4B49000000000000000000000000000000,rpHyEYhaL9edeXWr7spsGUbo8n13ivzzty,29,28,2,2,3.7333333333333334,0.07142857142857142,1,0.5,24
461,OBEY,4F42455900000000000000000000000000000000,robeyK1nxGh6AKUSSXf3eqyigAWS6Frmw,29,27,2,2,3.7241379310344827,0.07407407407407407,0,0.0,27
462,MINER,4D494E4552000000000000000000000000000000,rfUKBRQaXKu5MALzxYWwCo7xo5VoP8RmV4,24,22,2,2,3.6666666666666665,0.09090909090909091,0,0.0,15
463,BREAD,4252454144000000000000000000000000000000,r98uTTiEqCmn1vQ8LRp3smxb8zMwnm6PgA,22,22,2,2,3.6666666666666665,0.09090909090909091,2,1.0,16
464,VENO,56454E4F00000000000000000000000000000000,rh2dU7N2BrqBPfb5S64km5Td2Kw6fSAKSd,21,20,2,2,3.6363636363636362,0.1,1,0.5,5
465,MASTERCARD,4D41535445524341524400000000000000000000,rMSTRkdJHrXHFCaxQmvisqzS42EPVpveGV,18,18,2,2,3.6,0.1111111111111111,2,1.0,15
