token_currency,token_issuer,dex_tx_count,overlap_tx_count,amm_rows,amm_tx_count,amm_unique_ledger_count,clob_leg_rows,clob_tx_count
SXT,rGC56g9GdjDZH42oUtXbDARLraryBqZVCu,3,0,3,3,1,0,0
48424C4200000000000000000000000000000000,rH6QirXx681T9btKk74WY6qSescSwhaYqS,3,0,3,3,3,0,0
4D41474E4554F09FA7B200000000000000000000,rBYCdC1QtAHVGfUNMhrPChycGuRTdsWFL5,3,0,3,3,3,0,0
41495852504147454E5400000000000000000000,r3rVb612hC159PSDeVo8QZ7ydrtScP34du,3,0,3,3,1,0,0
4176617461726400000000000000000000000000,r4sfhxV2iYxwq7T6wkDc2TCpvsEB1T3NiX,3,0,3,3,1,0,0
4849564F00000000000000000000000000000000,rsdsvXzXf4gXaWmApychh1nxPD5cwUDhex,3,0,3,3,1,0,0
48414E4400000000000000000000000000000000,r9xzHisguh8weihV9AiifHzAMfZSkdSfFz,3,0,3,3,3,0,0
4348494C4C44524F500000000000000000000000,rLg3tYL48aWg5iLXiEjsK2yPpmHQWVqEoU,3,0,3,3,1,0,0
424541474C450000000000000000000000000000,rGWAHL5yBHeQjrmHAp4bSmEjoRHvxW7PYk,3,0,3,3,2,0,0
4241504549000000000000000000000000000000,rfkZMfuQShXz3DkXJkyLsG8wAosKsCF7Pb,3,0,3,3,3,0,0
ice,r3pixaNdRQQeX2txU1d3YLpB44WRdC2y7m,3,0,3,3,3,0,0
4B6E696768745761746368657200000000000000,rMhnNVDxadXTD2d1Sp5pLLuQKX2hj6r7pZ,3,0,3,3,3,0,0
6661747069670000000000000000000000000000,rBAVabU7A43VEu4rbmn7tPA6KyL1eN58hm,3,0,3,3,3,0,0
NBK,rLZdNiidekBjDfVwQzUKKQaeMuaCSY52iN,3,0,3,3,3,0,0
4241425953434857455045000000000000000000,r419YhEk4XV1edU96CmepzdJtHAC3xoNCM,3,0,3,3,1,0,0
RUG,rniCNwo7oAeqBWtAnwgauZN3uxbVRn1m3p,3,0,3,3,3,0,0
53746172676174655872706C0000000000000000,rMwkourf3Gwbr6oWr8qPgm2361CEyEGhyo,3,0,3,3,1,0,0
5850656F706C6500000000000000000000000000,rws8m9LDAPLxvHym6ugbTjgZcMnrKQjmce,3,0,3,3,3,0,0
5341464547414C41585900000000000000000000,rsRAAmxpTswwPZwBiJSxqofMgC4H7Unpyx,3,0,3,3,3,0,0
504E555435383900000000000000000000000000,raZYu6Y2ZFNFoyYS6vTfeAWcio3JdRsMrU,3,0,3,3,1,0,0
4C756D6961000000000000000000000000000000,rJa1aVFmKxZmAtRD6yjwA2HUjyH6TocFty,3,0,3,3,3,0,0
4A6F686E44657065000000000000000000000000,rEG9uXGyvhrVkpf6n4eje5cJ1yqF9vZQHZ,3,0,3,3,1,0,0
50616C616E746972000000000000000000000000,rPLTrkdWoRN7tjuZVLdPaexTeGoYYXFPjk,3,2,2,2,2,3,3
SHA,rMUwEBqqYWFWrgHktpkGEAERnJwLx9AFht,3,1,2,2,2,2,2
4A504D6F7267616E000000000000000000000000,rJpmoRRhKYkQ5V9Cx9DRMQxBJtttYFdCQR,3,1,2,2,2,2,2
4152544945000000000000000000000000000000,rpsL7QrdhWhBFMpCEqYw8L3J35FH7NQJQ3,3,1,2,2,2,2,2
5941574159000000000000000000000000000000,rDivh3WTxm7cX2Dk6fByJndPG62z6yAWAY,3,0,2,2,2,1,1
48696464656E20526F6164000000000000000000,rHiDEfFp7Trn1WJkhMUkwJVKxeWxpEdhPy,3,1,1,1,1,3,3
F35,rLacwsrYZRSQX3YfZdbiQAD8NUhSzFchfT,3,0,0,0,0,3,3
56616E45636B2058525020455446000000000000,rETFEEEHX7kKkfjqw4M5qNZWy9u4qCXbWt,3,0,0,0,0,3,3
INL,rsARtxd6M1RBoGKwoGh4ujCQ9A6iDYEu4s,3,0,0,0,0,3,3
58727043727970746F0000000000000000000000,rMGMvWbwT9TqgdpihPPvY5e94WEyPERDpM,3,0,0,0,0,3,3
436861696E6C696E6B0000000000000000000000,rLinksv3RZWX5bSG8DXFjXZ1JsEupAd75D,3,0,0,0,0,3,3
4243485800000000000000000000000000000000,r4L9Q861brng8jTDhk73VCDUgPfKxPcXwT,3,0,0,0,0,4,3
5656505200000000000000000000000000000000,rGT2tV9rU5wvgYcY6xdQBA2M1ZYDUyJxWZ,3,0,0,0,0,3,3
4861736864657820585250204554460000000000,rETFEEEHX7kKkfjqw4M5qNZWy9u4qCXbWt,3,0,0,0,0,4,3
LCB,r9U2eJg3FgpYKX8PrFPSxHdVu4ZheLZRJ3,3,0,0,0,0,3,3
534F554E44000000000000000000000000000000,rPazDXf3XHGqftSUKa7tStN33VWNHp6Nns,3,0,0,0,0,3,3
47524F4B4E590000000000000000000000000000,rMGMvWbwT9TqgdpihPPvY5e94WEyPERDpM,3,0,0,0,0,3,3
5852647261676F6E000000000000000000000000,rEMzCUeRZbx6ydthbi2RVNYdRbuqqsrYof,3,0,0,0,0,3,3
5742544300000000000000000000000000000000,raxELrw8HKxbwXEAzk6c8FzU7d2Xw7SLkZ,3,0,0,0,0,3,3
7854776565740000000000000000000000000000,rhWbveQsEi4NDq369uESSAFfohFCBU2R9K,3,0,0,0,0,3,3
416C706861626574000000000000000000000000,raLpHadHZ2JcdsYUZiYmSz3gwUQSSgg2Xb,3,0,0,0,0,3,3
AEN,rwuBxcFaUAEVYVDZvXvDXpHkEKoE8Zy1KX,3,0,0,0,0,3,3
4178656C61720000000000000000000000000000,rBoqxTZRhKxHWys8mSEUKsrQyPNoTiFC64,3,0,0,0,0,3,3
53696C7665724554460000000000000000000000,raMZYdC7VWmn9UeD8jxM1Li9Z3PE2fQ73E,3,0,0,0,0,3,3
5852504D00000000000000000000000000000000,rfLamenGojhAJPLBVX9d9HP9rqTtogGKUc,3,0,0,0,0,3,3
455A525000000000000000000000000000000000,rCboEAeHV9uwiik68wNJjpSk95Ha1th4h,3,0,0,0,0,3,3
5853414D4F000000000000000000000000000000,rMVufScdiavFvGzVBZryTTRu2DxRuEqos5,3,0,0,0,0,3,3
584D6F6E65790000000000000000000000000000,raMZYdC7VWmn9UeD8jxM1Li9Z3PE2fQ73E,3,0,0,0,0,3,3
4D6574614C4F5800000000000000000000000000,rDkjv8oQrgzHjjwZNnFAjWWrhRJgg6g56T,3,0,0,0,0,3,3
544F585200000000000000000000000000000000,rDTCCifHD2WKPbwMLAfjVmkiKvEQTdUnMu,3,0,0,0,0,3,3
78546F61647A0000000000000000000000000000,rpRW1FumRWhhaLmoYwS1SqEXsnCccvpsAU,3,0,0,0,0,3,3
544F585200000000000000000000000000000000,raMZYdC7VWmn9UeD8jxM1Li9Z3PE2fQ73E,3,0,0,0,0,3,3
555342414E4B0000000000000000000000000000,rHi9dNm8j4iYnFb5HWMhzZEDwNc4fG8Gaw,3,0,0,0,0,3,3
4265726B73686972652048617468617761790000,rBRKBrcL16YuJJ4t5QYnpXAFkWSqHxXykt,3,0,0,0,0,3,3
4D53545258000000000000000000000000000000,rQHewGi9hSc2a4zmNbjQhVjM9oNGGiaYCx,3,0,0,0,0,3,3
4F4345414E000000000000000000000000000000,rPCrPJ9Uz988tD1aQVAToioDcCGZ8nbBTn,3,0,0,0,0,3,3
LUC,rsygE5ynt2iSasscfCCeqaGBGiFKMCAUu7,3,0,0,0,0,3,3
4172637665727365000000000000000000000000,rUwA9KAe3i3W2yhqh3Lc4XTJCo4bTpdPcX,3,0,0,0,0,3,3
436F6E73656E7379730000000000000000000000,rswftvBy8ZnF181NsbEqu76rmtrgXttacK,3,0,0,0,0,3,3
526970706C65204C616273205852500000000000,riPPLEymBuFA4nG12YxhNW2hFjj834ztK,3,0,0,0,0,3,3
4E49474854000000000000000000000000000000,rNiGHTdKAx79wf6bG8paGGkV99EbmGB9GR,3,0,0,0,0,3,3
4D4D585250000000000000000000000000000000,rUdAeCZs7YXxyq9CHYgLX3jkfxmmVirz2k,3,0,0,0,0,3,3
5558525000000000000000000000000000000000,rDTCCPSoYy5wDwaR4ahQKhqedy2D9cEhVj,3,0,0,0,0,3,3
50726F5368617265732045544600000000000000,rProSBbaUBBMioCtqv9sZR1Xd2YVSNZFo4,3,0,0,0,0,3,3
5374726174656769632052657365727665000000,rUSAwjoYE39haeYtNF46BZUS9JaBRefNom,3,0,0,0,0,3,3
4150544F53000000000000000000000000000000,r4yjXPpwXsNjHfBka7hpopE6MLWWpobqB9,3,0,0,0,0,3,3
5852505400000000000000000000000000000000,rDTCCifHD2WKPbwMLAfjVmkiKvEQTdUnMu,3,0,0,0,0,3,3
4758525000000000000000000000000000000000,rDTCCPSoYy5wDwaR4ahQKhqedy2D9cEhVj,3,0,0,0,0,3,3
507572706F736520455446000000000000000000,rpurPoisdxHXmz3yC3ouDYhEjxNm3uWMD7,3,0,0,0,0,3,3
54414C454E540000000000000000000000000000,r92SQCuWhYoB4w2UnKU7PKj4Mh7jSyemrH,3,0,0,0,0,3,3
58524D4F4F4E0000000000000000000000000000,rBBh2z5wsxE9gcVE2yUU39UntvRMHDKPpq,3,0,0,0,0,3,3
5553443100000000000000000000000000000000,raMZYdC7VWmn9UeD8jxM1Li9Z3PE2fQ73E,3,0,0,0,0,3,3
PGN,rPUSoeJaHQzrXATtGniVjwBQQDEtJcdwFq,3,0,0,0,0,3,3
58446F67656C6F6E000000000000000000000000,rNFKrSUW1xKzDwHz8J9uVAs4GpxtEUoAsF,3,0,0,0,0,3,3
XCI,rHUfr3VAuGeVQiMjLLkFRBXjXNFowhoSNc,3,0,0,0,0,3,3
5852502F584D500D0A0000000000000000000000,rQHewGi9hSc2a4zmNbjQhVjM9oNGGiaYCx,3,0,0,0,0,3,3
53616E6374756D00000000000000000000000000,rNcqT1tds4vdroichNKuTh3Ppd8KAdFHnN,3,0,0,0,0,3,3
5852504831310000000000000000000000000000,rHASHxRRu4yBGCLu9yyonXDWUPaeXBdg8E,3,0,0,0,0,3,3
526970706C65205072696D650000000000000000,rHiDEotq9tAroVKmXmUnMG35vHVonE3DEG,3,0,0,0,0,3,3
5765627573205852500000000000000000000000,rwEBUs9Cg11kQGqFN3UhRPZ3WiUZgEmemJ,3,0,0,0,0,3,3
50616C6973616465000000000000000000000000,rpaLiSdwVYaJ85n1XeGw73Djf5TGuQoj5F,3,0,0,0,0,3,3
DRT,rfDhSfY5JMtCrje7hGxC8Gk6dC5PgNJh63,3,0,0,0,0,3,3
57656C6C73466172676F00000000000000000000,rwELL66ZggBjBfabdStwCh5LmFPN8yQBeK,3,0,0,0,0,3,3
ATH,rr7GXFTucu3EYKprApnhin4pFDT6WdCRH,2,1,2,2,2,1,1
506E757457696648617400000000000000000000,raG1aprn96qKarDtAPreH77cn7D9xVS57F,2,1,2,2,2,1,1
HNT,rLQS6LgvvkvhyFQ9bM5QdX4q1RXuGPovCw,2,1,2,2,2,1,1
RWA,rpWaYgXbVDhFU8W31Z9QW9txbrRtw7C7GU,2,1,2,2,2,1,1
54726964656E7469747900000000000000000000,r9CH1Gg8Gn9GuGE8YbqqjqL6JKEPJ3v1kV,2,0,2,2,2,0,0
524C434144000000000000000000000000000000,rNswuMyvFjxfAGV5CbPUVb3soxrJ99JM2S,2,0,2,2,2,0,0
FIG,rMpNWGn6vxenABkbB2bDo48ZNHW9Sch5gB,2,0,2,2,2,0,0
474F535000000000000000000000000000000000,raDmgbi7HT8971cSBv4z6Um3mPcCNboLpZ,2,0,2,2,2,0,0
RSS,rDBHhV1jMiQ8v6wxFuyj9hqwrtcaEn5Ecj,2,0,2,2,2,0,0
484F4F4478000000000000000000000000000000,rhiWEGAxieeEackgxRz5Qb1LuQXV3GWpTR,2,0,2,2,2,0,0
BMB,rLNH5jeXvLgQFhXBLc5KVssVv3P3BCSSu8,2,0,2,2,2,0,0
ETH,rsJaepYRvZ5RfHtZabHRE3XR4F54qhntfy,2,0,2,2,2,0,0
PCW,r44xyu3HJnW19D2FiZyx21Wddhz7vjqbMV,2,0,2,2,2,0,0
544F524F00000000000000000000000000000000,rE4hpa8vp2UCfX8mVSTGJ9AwJq5tSmkBHc,2,0,2,2,2,0,0
5249504C45520000000000000000000000000000,rpd2yPan24oE7iPVtVvXdZ1ZafCVMta6Dn,2,0,2,2,2,0,0
WXT,raX3qGp2GWK2jxYjJ4kczqECxfQcZdJYzq,2,0,2,2,2,0,0
4B41494100000000000000000000000000000000,rGhBTnjWdJe24B2UBSo5YvYJ3TWmjJyD1L,2,0,2,2,2,0,0
4E6F746761790000000000000000000000000000,riPKmGLYrXZrTiAFis3bLPDuK96H4ueWX,2,0,2,2,2,0,0
4D616E746C650000000000000000000000000000,r46arSLJrri1GeBkisHiWFyu1LSHECinTV,2,0,2,2,2,0,0
454C544600000000000000000000000000000000,rKQqYr9tddHr7fkdYy92mBKzUi6fy4gRri,2,0,2,2,2,0,0
5065657065727300000000000000000000000000,rnLR2YU9hsiZKuKQUfQGTuWtv11yrcpWS9,2,0,2,2,2,0,0
476F436100000000000000000000000000000000,rGzizAp3BepbEzxth8Jr8GSXB8R7P2mnkJ,2,0,2,2,2,0,0
484F4F4453000000000000000000000000000000,rhcQFU2v8j7hDrg5A974qkeR9KTqe8xkgJ,2,0,2,2,2,0,0
434F4E53554D4500000000000000000000000000,rHRYcLAdBQg22HVE1LTiP44GYyPgytkTxJ,2,0,2,2,2,0,0
51436F696E000000000000000000000000000000,rKDpsftS1qoGs75EjYEtpuPXT6NRTkAPK6,2,0,2,2,2,0,0
496D706572666563740000000000000000000000,rUyXcmTECUJV2m9nGUAFrsiDiYt1BjGrHz,2,0,2,2,2,0,0
5350584100000000000000000000000000000000,rneChCxAeZyw9M7zJn3mkp85Dj7FbydWmq,2,0,2,2,2,0,0
42554C4C00000000000000000000000000000000,rKxBBMmY969Ph1y63ddVfYyN7xmxwDfVq6,2,0,2,2,2,0,0
CTC,r6cT8ia7nviXqWxWKFdfppet51YW2gPuW,2,0,2,2,2,0,0
5452414D50000000000000000000000000000000,rUbeYEAfYNZ4YoPvSyXbEzWqNMWSazpRhZ,2,0,2,2,2,0,0
5249505400000000000000000000000000000000,rn7WS1cKQemSUvFvVdWtc82VLz4FTBMo5g,2,0,2,2,2,0,0
ZIL,rhYZ4VrG4poMinShpv63fGMBoiJsDLstid,2,0,2,2,2,0,0
494D587800000000000000000000000000000000,rhD3EnxfvtQDfQSM6pnHNfg2DUE6fs15Ud,2,0,2,2,2,0,0
4D4F4E4943410000000000000000000000000000,rLaUjrmAx665btwzYctzYcZfNrLhdkZFUR,2,0,2,2,2,0,0
5665727469676F00000000000000000000000000,rf4og8doeeVd5c5pWFtc537BnZRhXF2mG1,2,0,2,2,2,0,0
594F534849000000000000000000000000000000,rKfDeRRWiqjaECdMqgX4g7sqQEE1nBQwrw,2,0,2,2,2,0,0
XNY,rEHHRwMz8oVgPK5TjyUZ11BhFKPuooztVx,2,0,2,2,2,0,0
4E4F54464F554E44000000000000000000000000,r4mT5TfSpuAoAU335W5LLeHg6678NDQJC,2,0,2,2,2,0,0
45474F4400000000000000000000000000000000,r9n5GhuuHtZScx3EvDQZpLffj2u1xgt3uX,2,0,2,2,2,0,0
ZBU,rLJYi82E52N3SQz4F3SgqGj5rDV3Dikk6F,2,0,2,2,2,0,0
5945536875610000000000000000000000000000,rwnUT83EEjU6exJrqs5Eg7PNeXTkQimYAT,2,0,2,2,2,0,0
CHZ,rP9sr443hQvoGfwxgH3mACrjjfxxzxSbcB,2,0,2,2,2,0,0
47756C664F66416D657269636100000000000000,rL4BpSwyMPdwwamtG77PmCZzjCuaUWNYGC,2,0,2,2,2,0,0
45574F4B444F4700000000000000000000000000,rN5acfZp2b6B4brSTFYqL7YfePJQkHdmw9,2,0,2,2,2,0,0
5069726174650000000000000000000000000000,rUYVL75ubmRycwvE2dx2vFdhv2ULXyP1KS,2,0,2,2,2,0,0
474F594C45000000000000000000000000000000,rBR9NQUvoRvmXPRALN2UCK2wuLGPZRRDue,2,0,2,2,2,0,0
524F4F5400000000000000000000000000000000,rBFUBkH1SGJecKji42qTqnLFrd5y4pV3mX,2,0,2,2,2,0,0
5A45544100000000000000000000000000000000,rpk9mrdwLMtb88Vr3bHJYhizFr6VbzXkN6,2,0,2,2,2,0,0
5852505100000000000000000000000000000000,rDDQGRRbqdsrvXZFMLtsegbQ78mjcKuZmD,2,0,2,2,2,0,0
ngl,rcx3egGLpoNXrEDDfQWzMVfR91Lda24NL,2,0,2,2,2,0,0
QOS,rNygXkMeZVvX7M5BqKboHzRGLtJxGx7AxD,2,0,2,2,2,0,0
7876677872700000000000000000000000000000,rKstD1WMUYGtDVRG3DHCL27Kt3DN3JSJjV,2,0,2,2,2,0,0
5866616C636F6E00000000000000000000000000,r4Qj9XxkiWgyjkppxpJUTmjjrfBEgwj9sj,2,0,2,2,2,0,0
TRX,ra6jFCHF6pB4aiEa63jFLNprvgin7kf5J1,2,0,2,2,2,0,0
4C41564100000000000000000000000000000000,rMAPVfkyDpSA3F3y9QcSKunCtdK3TZbXoM,2,0,2,2,2,0,0
4B4556494E000000000000000000000000000000,rKxBBMmY969Ph1y63ddVfYyN7xmxwDfVq6,2,0,2,2,2,0,0
45474C4400000000000000000000000000000000,rpXtDGqXLasGXznbjP9wB1PhgKvyX5MQHT,2,0,2,2,2,0,0
5452554D50495553000000000000000000000000,raop3N58xvSwNvi46CSk9ZeLJef3ngxx6T,2,0,2,2,2,0,0
4D53465400000000000000000000000000000000,raKUwjtsEs7W6R8koRieVKJrinc2L8vwWj,2,0,2,2,2,0,0
4752554D50000000000000000000000000000000,rGvcMsCoAspjqY44ad3SWMwK9EY3mJM8xo,2,0,2,2,2,0,0
4244414700000000000000000000000000000000,rwjzcATnXqa1k8h3xfCmS47oF3ZH37DdZg,2,0,2,2,2,0,0
BUM,rHvKWe58rfrsfoaWPvzcc2nWFiYsV1GhfX,2,0,2,2,2,0,0
5472756546690000000000000000000000000000,rLur2oxeubvpPFtCS4mkWAJYtpZNRS2DGH,2,0,2,2,2,0,0
5250554E4B000000000000000000000000000000,rhRKGxf5NbtfVxSUu9kamuicrne6gja7cz,2,0,2,2,2,0,0
KSM,rPb6a666q8qS7Wn69Z5Cb9rPkn512eRpF,2,0,2,2,2,0,0
5452434154000000000000000000000000000000,rP3tv7v6nv3Eb1nbppLoD8qqK2EpvmdKC,2,0,2,2,2,0,0
42554E4E59000000000000000000000000000000,rKxBBMmY969Ph1y63ddVfYyN7xmxwDfVq6,2,0,2,2,2,0,0
5A4F524100000000000000000000000000000000,rMykbJk5uWDCKKu5owVyKyYSXGotJdsEYa,2,0,2,2,2,0,0
5850494C4C000000000000000000000000000000,raLdhntDSenn8a3rVkP22TXDd4FwNKnZfg,2,0,2,2,2,0,0
KTA,rJeaa6iZ2ecM6P5buKv3QkEjyioujzEYHr,2,0,2,2,2,0,0
784249424C780000000000000000000000000000,rnH9o6qdym34K293Pq3FZp5Ko7SpZxEbeG,2,0,2,2,2,0,0
4D4F525447414745530000000000000000000000,r9sJAGx7QQvpe1SR2CE6QdRW6DPyzHEMot,2,0,2,2,2,0,0
4348415345520000000000000000000000000000,rHshKumUJYeEcgpgiS6VDQcLt7dBenNzCg,2,0,2,2,2,0,0
4578696C65000000000000000000000000000000,r9V6Sc77Up9hpVc84gyKgNi7KUipWa53io,2,0,2,2,2,0,0
417065436F696E00000000000000000000000000,rBBTgTBeoisJrDRjFftUYjvfz3CjK61cFz,2,0,2,2,2,0,0
5854455241000000000000000000000000000000,rwVuejcNK9zw8KU4mi7iUrRq7vTg3fDfzt,2,0,2,2,1,0,0
4D454D454B494E47000000000000000000000000,rKxBBMmY969Ph1y63ddVfYyN7xmxwDfVq6,2,0,2,2,1,0,0
52495050454C0000000000000000000000000000,rsUVqKCGJ61wR7FCbuDbKAn8moPjz16voQ,2,0,2,2,2,0,0
505954484F4E0000000000000000000000000000,rD4erh2HEUJxFvghQmUfxqGo4wxZhMfd4g,2,0,2,2,2,0,0
5041504100000000000000000000000000000000,rHZsAXB2WB8e4XwmZLDVBbQtd4nNAKE7US,2,0,2,2,2,0,0
445241474F52414E000000000000000000000000,rfFJyDiWQ3LvVKoKdSTZKuASbxKSJWiww4,2,0,2,2,2,0,0
DJI,rKqfjQRwerEykwcGZhuu68bKWEW8XvDia4,2,0,2,2,2,0,0
53717565616C0000000000000000000000000000,r4qQPYPCGmBtGRCmth5PdXj42BZq5MREnB,2,0,2,2,2,0,0
5043484152495A41524400000000000000000000,rPeXrZESi8FrvH2FygeE3feCaCRtadb81X,2,0,2,2,2,0,0
4F55534700000000000000000000000000000000,roUSG6gvxKGBcgGVXhPKHEgy4YyDfiSi3,2,0,2,2,2,0,0
4149585250000000000000000000000000000000,r4BR3DA8saUHG5x6ZWfN6aL66iDg9rAeWL,2,0,2,2,2,0,0
4D454C414E494100000000000000000000000000,r9KwupoMzHvcZYFQvhAF468JbKMSAfDQB5,2,0,2,2,2,0,0
53696C6C79000000000000000000000000000000,rfVdJDfpNYuqFTV9G7YMZTDQZmcTYLj6hK,2,0,2,2,2,0,0
5A494F4E00000000000000000000000000000000,rG9FePG7fsR7pnEjEhdzfNfTwtjfrUYyiG,2,0,2,2,2,0,0
4248415400000000000000000000000000000000,rJrqdbNtV1dh2TCm5BtjB7jwdmMWAn28xj,2,0,2,2,2,0,0
476F726B00000000000000000000000000000000,r9MhC2QwzQKS4ak9bqDAh4R7KQyz2NjXQi,2,0,2,2,2,0,0
5852504300000000000000000000000000000000,rKsoDdxF8vx1SXn7Q199uTuKtFyPEUFct6,2,0,2,2,2,0,0
5249434800000000000000000000000000000000,rUuvP23n2QutmUabS5Aoo2m5zeL9Rvjs5z,2,0,2,2,2,0,0
4172776561766500000000000000000000000000,rLERkHFnuQt61Ak5ZGD1mWbG9Li87QUg47,2,0,2,2,2,0,0
574F524B00000000000000000000000000000000,rvTQ5H6zugRrHENYod6EHzCJEdG9Dh7zX,2,0,2,2,2,0,0
697473434F444544000000000000000000000000,r4G2Kk5EC1WyUmger6jhFvHcDbDpTi5UjU,2,0,2,2,2,0,0
2458525043000000000000000000000000000000,rBS1EpJzYDY4Hfj3ZkfhthE9uCJ5nKENKW,2,0,2,2,2,0,0
426C617266000000000000000000000000000000,rPayFsisN1XcW3zBRXBhS6kQDshYxwUq9z,2,0,2,2,2,0,0
50484F454E49584D4158494D5553000000000000,rLPjaLLvsU9h566bAvgjpt8gZj4eGicihi,2,0,2,2,2,0,0
BRT,rnBUFe2vMxD9wRgNzVJiTLhXC7T75KT9cm,2,0,2,2,2,0,0
53544D4500000000000000000000000000000000,rf58GrMqsJNA1Buf3pvGNBDG68tKY2drvX,2,0,2,2,2,0,0
4E494D4200000000000000000000000000000000,rwCmSTLaWkh9z2317Dv2srYcHRh1XBroTr,2,0,2,2,2,0,0
VET,rMthiqwTT8ceFjGJB2qcDrJEnrZyng5on2,2,0,2,2,2,0,0
78636172746F6F6E000000000000000000000000,rpYkvXiGWFw4AzGyBrG8LL5y9F528zVKLX,2,0,2,2,2,0,0
USA,rDeTkJvKv3V5K9biFVnNB9SJxKj5GpXutq,2,0,2,2,2,0,0
7872504F4F000000000000000000000000000000,r95ufiLZS1rnimC7DAgMeG5ToLWF3c6oK3,2,0,2,2,2,0,0
24444F4745000000000000000000000000000000,rP2hKYjvQjsb1ThbNv2ZPdESR1u4eNtr9V,2,0,2,2,2,0,0
556E666F7274756E617465000000000000000000,rKxPNkMTYZC85yaBdZL5V6N9cbZjiMeqAn,2,0,2,2,2,0,0
72656D6900000000000000000000000000000000,rh1KWyF2byNLKvE9zcy1NvpBXuXUYRwh6n,2,0,2,2,2,0,0
BBB,rDZaHsiq65MDqyaWF6QcdNNgoun9yswZCF,2,0,2,2,2,0,0
4D4247726F757000000000000000000000000000,r9wNSYaGpR8wbNJV5tMBhkqYzxNTHzeNVp,2,0,2,2,2,0,0
4D72426561737400000000000000000000000000,rNxWWspmVuNd82R64J8b2N7eeng6SNZzLE,2,0,2,2,2,0,0
24454D4245520000000000000000000000000000,rEnkLbKsSme9Qiw1u8dVWDePy9kBaoUfKp,2,0,2,2,2,0,0
5052494D4554494D450000000000000000000000,rpfSSvm3D6Lzrw3Z6Z6SNLywWVPizTNFBp,2,0,2,2,2,0,0
AOP,rwom1xxU2SZW2xs79RrGpgnUZZRM1By5wT,2,0,2,2,2,0,0
4249524341534800000000000000000000000000,rsY7bNU4RqkZWoNdA7h5XuC26ZbAVNsWy7,2,0,2,2,2,0,0
CTF,rKdmXWLiT46RYC4MWQidr9ebYoh1mwy18,2,0,2,2,2,0,0
58454E4100000000000000000000000000000000,rrp3dHEmLg4DpwrwmqPuE2rKqd5wu5kVfu,2,0,2,2,2,0,0
58525A6F64696163000000000000000000000000,rwuPyekh28TpWgm2BZmC8vEddEmFSf4jb,2,0,2,2,2,0,0
4352445852500000000000000000000000000000,rBc9R36pukVtah8z7zEUexcXZNqxuq4dfE,2,0,2,2,2,0,0
4252525200000000000000000000000000000000,rLraD5hrCZN1zufaKjNLSYoAS78vjMvN5M,2,0,2,2,2,0,0
444F4E4700000000000000000000000000000000,rUCrWwg1jSZKWus2ERTuCpULz1AEkKnUoE,2,0,2,2,2,0,0
IMF,rMKhHrXVkRstBWPkWw7sg22H9cj4WBFEGu,2,0,2,2,2,0,0
GCC,r3yb6i7HEU5xi1wrCXkqR7XNkkCGknLFQ1,2,0,2,2,2,0,0
5B31255D00000000000000000000000000000000,rM9qr2hoz9XddJf5syms2k5BbtnMir3e84,2,0,2,2,2,0,0
B0B,rf2HtN3TNH8uuf2Cg4i8V3wX6HCJ3YRHjZ,2,0,2,2,2,0,0
5842554E00000000000000000000000000000000,r3WGCkZsdMa6CHjJXqskxiqMwGe7n87JtM,2,0,2,2,2,0,0
46756E6B7A000000000000000000000000000000,rf3Vd8gERicbSX5RzzEFHQxjtnWC7DuPaS,2,0,2,2,2,0,0
5053594455434B00000000000000000000000000,ra41zS7zcw6ZADJUiNPju7xf69pGuYwtEV,2,0,2,2,2,0,0
536368776172747A000000000000000000000000,rGgiVtnhcmZLpe7XjnMfJh2gL6amDLFEUQ,2,0,2,2,2,0,0
4F4D4E4900000000000000000000000000000000,rhHAmRCeDoWBFoFUrgbaWQwfHGLS3HsBFc,2,0,2,2,2,0,0
4C454F586C560000000000000000000000000000,rUZ7bADSkrUbPiKYrW7U4Yj5tbEPwX334V,2,0,2,2,2,0,0
WLD,rsXa9g8TYozFKcs1n9z3gc6Te7yRaUpUJy,2,0,2,2,2,0,0
5357454C4C000000000000000000000000000000,rPjiWgHQHCwRM1Kc1scncKXPuzhz6sTehf,2,0,2,2,2,0,0
5200000000000000000000000000000000000000,rnwWxbS5NjzLNmRgQVRXapR4W5LuRK3f3w,2,0,2,2,2,0,0
5757504159000000000000000000000000000000,rBaV5TXKBXis1ADoFxEWYYyGV9cqBKFzcw,2,0,2,2,2,0,0
BND,rN5qR9KA6inx1FFRVGcwqV6sMKNGRozcaN,2,0,2,2,2,0,0
4261726269650000000000000000000000000000,rfLJ8MARFXX1F7iXy7s9HcHSj8RuJYx38e,2,0,2,2,2,0,0
5852505553530000000000000000000000000000,rLrPHNFVjfTJRRyUXJaHr1fu4Pbx1u3kQW,2,0,2,2,2,0,0
4669727374526F636B657266656C6C6572000000,rNSqZTUeGeunsR9P2BbBinAacaZcAUXZY5,2,0,2,2,2,0,0
BLS,rEGc9M5hLkHysSStaaehyE1Wooo3FXAs3H,2,0,2,2,2,0,0
4341545A00000000000000000000000000000000,rDP34vjusrB8PNsSLveG8dTN9mF5uiVh12,2,0,2,2,2,0,0
2442555354455200000000000000000000000000,rPNQWWyifYG9PDMWwMbMEURBkkVTDrSpf4,2,0,2,2,2,0,0
4465786572746F00000000000000000000000000,rBwLuDy4K6FHgt8Bwo1eoDBs6T37QoESg7,2,0,2,2,2,0,0
